DATE,10051_,10057_,10064_,10065_,10071_,10085_,10092_,10104_,10108_,10119_,10120_,10123_,10126_,10137_,10145_,10147_,10158_,10161_,10201_,10211_,10220_,10223_,10225_,10238_,10278_,10294_,10302_,10343_,10364_,10375_,10388_,10401_,10404_,10415_,10434_,10455_,10460_,10516_,10517_,10560_,10562_,10574_,10594_,10597_,10604_,10606_,10611_,10623_,10629_,10644_,10657_,10662_,10693_,10702_,10716_,10724_,10725_,10743_,10750_,10753_,10765_,10786_,10788_,10790_,10791_,10803_,10818_,10822_,10823_,10827_,10866_,10870_,10874_,10876_,10890_,10906_,10914_,10929_,10932_,10933_,10952_,10967_,10978_,10989_,10999_,11003_,11017_,11018_,11038_,11041_,11124_,11144_,11159_,11170_,11181_,11184_,11203_,11208_,11215_,11260_,11267_,11308_,11334_,11338_,11340_,11361_,11366_,11370_,11378_,11382_,11384_,11388_,11403_,11404_,11406_,11415_,11453_,11478_,11483_,11509_,11533_,11553_,11581_,11599_,11607_,11628_,11630_,11644_,11662_,11664_,11674_,11691_,11703_,11707_,11713_,11731_,11754_,11761_,11762_,11809_,11850_,11861_,11887_,11891_,11911_,11928_,11929_,11936_,11955_,11968_,11975_,11976_,11990_,11994_,11999_,12006_,12007_,12008_,12009_,12011_,12015_,12036_,12038_,12039_,12043_,12044_,12046_,12051_,12052_,12060_,12062_,12068_,12070_,12072_,12074_,12076_,12079_,12093_,12095_,12097_,12100_,12101_,12103_,12140_,12169_,12175_,12199_,12211_,12249_,12265_,12269_,12291_,12293_,12319_,12320_,12323_,12324_,12325_,12329_,12330_,12331_,12332_,12337_,12339_,12340_,12341_,12342_,12345_,12346_,12364_,12365_,12366_,12367_,12368_,12369_,12373_,12374_,12376_,12377_,12379_,12382_,12383_,12384_,12385_,12388_,12390_,12391_,12395_,12431_,12437_,12444_,12446_,12447_,12448_,12449_,12450_,12451_,12454_,12455_,12456_,12458_,12464_,12472_,12473_,12476_,12477_,12478_,12490_,12503_,12511_,12513_,12514_,12515_,12516_,12521_,12523_,12528_,12539_,12540_,12541_,12542_,12543_,12546_,12557_,12558_,12559_,12560_,12566_,12570_,12572_,12591_,12593_,12615_,12622_,12623_,12629_,12636_,12641_,12644_,12645_,12650_,12660_,12662_,12668_,12679_,12680_,12681_,12682_,12683_,12684_,12687_,12718_,12719_,12720_,12741_,12742_,12743_,12745_,12746_,12747_,12748_,12749_,12751_,12756_,12759_,12781_,12782_,12783_,12785_,12786_,12787_,12788_,12828_,12835_,12839_,12865_,12872_,12873_,12877_,12878_,12879_,12888_,12892_,12893_,12894_,12895_,12900_,12905_,12907_,12908_,12933_,12946_,12954_,12957_,12972_,12974_,12981_,12982_,12994_,13003_,13018_,13019_,13022_,13034_,13035_,13056_,13076_,13077_,13078_,13079_,13080_,13081_,13083_,13084_,13085_,13093_,13100_,13103_,13104_,13116_,13119_,13123_,13124_,13133_,13134_,13139_,13141_,13142_,13145_,13172_,13176_,13181_,13185_,13188_,13191_,13204_,13206_,13209_,13210_,13216_,13222_,13225_,13227_,13244_,13249_,13250_,13253_,13254_,13255_,13284_,13285_,13286_,13290_,13292_,13294_,13296_,13298_,13299_,13302_,13303_,13305_,13309_,13314_,13315_,13316_,13317_,13318_,13319_,13332_,13336_,13337_,13342_,13343_,13349_,13351_,13352_,13353_,13354_,13356_,13357_,13358_,13365_,13366_,13367_,13384_,13388_,13391_,13393_,13395_,13396_,13399_,13400_,13401_,13425_,13429_,13430_,13431_,13432_,13439_,13441_,13447_,13452_,13500_,13501_,13502_,13508_,13509_,13510_,13511_,13519_,13539_,13543_,13544_,13547_,13567_,13569_,13570_,13571_,13576_,13577_,13579_,13580_,13583_,13584_,13585_,13586_,13601_,13604_,13610_,13614_,13615_,13616_,13617_,13618_,13621_,13622_,13625_,13626_,13627_,13628_,13631_,13632_,13633_,13678_,13679_,13680_,13681_,13685_,13687_,13688_,13690_,13691_,13692_,13721_,13723_,13729_,13730_,13732_,13735_,13736_,13738_,13739_,13740_,13743_,13746_,13747_,13748_,13749_,13763_,13764_,13765_,13766_,13773_,13774_,13775_,13783_,13786_,13787_,13788_,13802_,13803_,13804_,13807_,13808_,13809_,13812_,13816_,13818_,13819_,13820_,13821_,13823_,13831_,13832_,13835_,13836_,13837_,13843_,13856_,13858_,13860_,13861_,13862_,13866_,13867_,13886_,13887_,13889_,13890_,13891_,13894_,13895_,13897_,13898_,13901_,13903_,13904_,13905_,13906_,13907_,13908_,13909_,13911_,13914_,13915_,13916_,13917_,13921_,13928_,13936_,13977_,13981_,13982_,13983_,13990_,13992_,13993_,13994_,13998_,13999_,14001_,14003_,14004_,14005_,14006_,14009_,14010_,14011_,14017_,14019_,14026_,14027_,14029_,14030_,14035_,14036_,14037_,14039_,14040_,14042_,14043_,14049_,14061_,14062_,14063_,14065_,14072_,14075_,14076_,14077_,14086_,14087_,14088_,14089_,14092_,14128_,14131_,14132_,14134_,14136_,14140_,14141_,14142_,14143_,14144_,14177_,14179_,14180_,14181_,14182_,14183_,14184_,14185_,14196_,14209_,14213_,14214_,14215_,14220_,14221_,14224_,14228_,14229_,14230_,14231_,14232_,14233_,14235_,14267_,14268_,14271_,14273_,14274_,14276_,14277_,14279_,14280_,14287_,14288_,14290_,14291_,14292_,14295_,14296_,14297_,14298_,14299_,14300_,14301_,14306_,14308_,14322_,14328_,14329_,14332_,14334_,14337_,14338_,14340_,14342_,14344_,14378_,14379_,14380_,14392_,14393_,14394_,14400_,14401_,14406_,14408_,14409_,14414_,14415_,14416_,14417_,14478_,14479_,14487_,14489_,14490_,14493_,14495_,14498_,14499_,14502_,14503_,14504_,14505_,14506_,14507_,14514_,14516_,14520_,14521_,14522_,14524_,14527_,14541_,14558_,14559_,14564_,14565_,14566_,14567_,14570_,14572_,14573_,14574_,14575_,14578_,14579_,14580_,14588_,14617_,14618_,14619_,14625_,14630_,14632_,14633_,14634_,14637_,14638_,14641_,14642_,14643_,14656_,14682_,14683_,14684_,14685_,14686_,14713_,14714_,14715_,14716_,14718_,14719_,14721_,14722_,14723_,14734_,14735_,14736_,14750_,14751_,14752_,14753_,14754_,14755_,14756_,14759_,14761_,14763_,14776_,14777_,14778_,14781_,14782_,14783_,14784_,14785_,14786_,14789_,14795_,14816_,14849_,14851_,14852_,14855_,14856_,14857_,14858_,14883_,14884_,14888_,14889_,14890_,14891_,14898_,14899_,14902_,14908_,14915_,14918_,14919_,14939_,14941_,14945_,14952_,14953_,14954_,14955_,14956_,14959_,14960_,14961_,14969_,14970_,14972_,14974_,14975_,14980_,14981_,14982_,14983_,14984_,14985_,14986_,14987_,15029_,15030_,15031_,15033_,15041_,15044_,15045_,15046_,15047_,15048_,15052_,15053_,15054_,15055_,15069_,15077_,15092_,15105_,15108_,15109_,15110_,15113_,15116_,15117_,15119_,15120_,15142_,15145_,15159_,15164_,15167_,15168_,15169_,15170_,15188_,15192_,15194_,15196_,15198_,15202_,15216_,15228_,15231_,15242_,15244_,15259_,15263_,15264_,15313_,15315_,15318_,15323_,15325_,15327_,15331_,15332_,15335_,15337_,15338_,15339_,15340_,15343_,15349_,15351_,15357_,15358_,15359_,15368_,15390_,15391_,15394_,15395_,15396_,15397_,15398_,15399_,15400_,15401_,15404_,15450_,15451_,15452_,15454_,15455_,15456_,15466_,15472_,15477_,15478_,15482_,15485_,15486_,15487_,15489_,15550_,15553_,15560_,15577_,15579_,15581_,15582_,15584_,15585_,15586_,15597_,15598_,15599_,15623_,15627_,15647_,15648_,15649_,15650_,15659_,15667_,15674_,15694_,15703_,15707_,15708_,15710_,15719_,15720_,15721_,15724_,15729_,15734_,15735_,15747_,15797_,15802_,15824_,15825_,15826_,15859_,15860_,15887_,15896_,15917_,15918_,15920_,15921_,15929_,15956_,15966_,15974_,15980_,16004_,16024_,16033_,16034_,16042_,16044_,16048_,16071_,16073_,16074_,16076_,16077_,16081_,16082_,16083_,16084_,16086_,16087_,16117_,16119_,16120_,16126_,16136_,16140_,16143_,16149_,16154_,16155_,16156_,16158_,16159_,16267_,16268_,16275_,16276_,16277_,16278_,16279_,16318_,16319_,16332_,16333_,16337_,16338_,16339_,16340_,16341_,16342_,16343_,16346_,16347_,16396_,16424_,16431_,16432_,16434_,16435_,16436_,16437_,16448_,16449_,16450_,16451_,16452_,16454_,16460_,16479_,16485_,16494_,16495_,16496_,16514_,16515_,16519_,16548_,16555_,16564_,16571_,16599_,16600_,16678_,16695_,16715_,16870_,16890_,16978_,17005_,17144_,17209_,17443_,17478_,17523_,17566_,17726_,17743_,17750_,17778_,17806_,17815_,17830_,17902_,17929_,17961_,17962_,18016_,18032_,18067_,18075_,18091_,18112_,18147_,18163_,18198_,18278_,18286_,18374_,18382_,18403_,18411_,18438_,18446_,18542_,18622_,18649_,18681_,18729_,18761_,18817_,18921_,18948_,18956_,18964_,18973_,18980_,18999_,19019_,19051_,19131_,19166_,19174_,19238_,19254_,19289_,19350_,19377_,19393_,19502_,19537_,19546_,19553_,19561_,19596_,19692_,19721_,19828_,19880_,19895_,19916_,19975_,19976_,19992_,20053_,20079_,20088_,20124_,20183_,20204_,20220_,20240_,20248_,20394_,20415_,20458_,20482_,20512_,20539_,20562_,20618_,20626_,20693_,20694_,20730_,20750_,20765_,20853_,20917_,20968_,20984_,21004_,21020_,21039_,21055_,21135_,21143_,21152_,21178_,21186_,21207_,21231_,21258_,21274_,21282_,21290_,21338_,21370_,21371_,21397_,21514_,21573_,21638_,21726_,21776_,21792_,21821_,21872_,21928_,21936_,21960_,21979_,22023_,22066_,22074_,22082_,22103_,22111_,22138_,22250_,22293_,22373_,22437_,22496_,22509_,22517_,22541_,22592_,22613_,22680_,22752_,22779_,22787_,22825_,22840_,22859_,22867_,22891_,22921_,22947_,23026_,23034_
1/31/1990,0,-0.048275862,0,-0.016000001,0,0,0,0,0,0,0,0,0,-0.041791044,-0.025089607,0.307692319,0,-0.027173912,0,0,0,0,-0.054577466,0,-0.010676157,0,-0.088607594,0,-0.046025105,-0.129629627,0,-0.142857149,0,0,-0.224899605,-0.262499988,-0.064814813,-0.13405405,0,0.052847825,0,0,-0.217073172,0,-0.007856341,0,0,0,0,0,0,-0.016666668,-0.152173907,-0.17699115,0,0,0,-0.050193049,0,0,-0.048780486,-0.027027028,0,0,0,0,0,0,-0.070038907,0,-0.152073726,0,-0.107256636,0,-0.076271184,0,0,0,0,0,0,0,0,-0.108474575,-0.111856826,0,0.077586204,0,-0.095238097,-0.050561797,0,0,0,0,0,0,0,0,0,-0.157894731,0,-0.10841424,0,0,-0.030288462,0,0,0,0,0,-0.295373678,-0.064516127,0,-0.06437768,0,0,0,-0.112000003,0,0,0,0,0,0,-0.097472921,0,0,0,0,0,-0.024630541,0,-0.076219514,0,0,-0.079470202,-0.072948329,0,-0.061403509,0,-0.059999999,0,0,-0.064000003,0,0,0,0,0,0,-0.078787878,0,0,0,0,0,0,0,0,0,0,-0.084558822,0,0,0,-0.145328715,0,0,-0.089136489,-0.034883723,0,0,0,0,0,0,-0.0147929,0,-0.005181347,0,0,0,0,-0.069277108,0,-0.130136982,0,0,0,0,0,0,0,0.126797393,-0.141414136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024875622,0,0,0,0,0,0,0,0,0,0,0,-0.070370369,0,0,0,0,0,0,0.047808766,0,0.09592326,0,0,0,0,0,0,0,0,0,0,0,0,-0.158139542,0,0,0,0,0,-0.082802549,0,0,0,0,0,0,0,0,0,0,0,-0.143646404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050000001,0,0,0,-0.047794119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.257142872,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06005222,0,0,0,-0.089743592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107692309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.231092438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047916666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011363637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038834952,0,0,0,0,0,0,0,-0.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090090089,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004950495,-0.147286817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038167939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045901638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012915129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018348623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010615711,0,0,-0.054744527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013513514,-0.07191781,0,0,0,0,0,0,0,-0.081355929,0,0,0,0,-0.036134455,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057553958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062937066,-0.106122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056179777,0,0,0,0,0,0,0,0,0,0,0,0,-0.07692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023648649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.088532291,0,-0.045221444,0,0,0,0,0,0,0,0,-0.098765433,-0.095846646,0,-0.069686413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048387095,-0.015116279,0,0,0,0,0,0,0,-0.041269843,0,0,0,0,0,-0.302752286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045508981,0.157894731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.085271321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098837212,-0.076539442,0,-0.172413796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084507041,0,-0.054545455,0,-0.111498259,-0.161016956,-0.479999989,-0.076190479,-0.059504949,0,0,0.021960784,-0.045941278,0,-0.272727281,-0.002202643,-0.140000001,-0.058139537,-0.039999999,0,-0.103741497,-0.140634,-0.095137417,0,-0.080645159,-0.142857149,-0.091205209,0.089201875,0,-0.102564104,-0.101298705,-0.254901975,-0.141304344,-0.063559324,0.036144577,0,-0.082562275,-0.046052631,-0.444444448,0.230769232,-0.063400574,-0.081906825,-0.073058419,-0.054592274,-0.023809524,0.075085327,-0.038012959,-0.06289655,-0.128654972,-0.030379746,-0.136614174,-0.04576923,1.666666627,-0.039627038,-0.031578947,-0.048913043,-0.055555556,0,-0.151515156,0,0.052173913,-0.141242936,-0.083333336,0.074468084,-0.081632651,-0.089887641,-0.058495823,-0.044117648,0.069105692,-0.06377551,-0.073660716,-0.114973262,0.145732477,0,-0.018306635,-0.002105263,-0.293430656,-0.073825501,-0.08984375,0,0,-0.109659865,-0.181693986,-0.033707865,-0.270270258,0,-0.053435113,-0.025761124,0,-0.079518072,-0.09565217,-0.032258064,-0.166666672,-0.085365854,-0.263940513,-0.115384616,-0.01754386,0,-0.03897059,0,0,-0.073239438,-0.026246719,-0.105078809,0.03846154,0,-0.044547871,0,-0.104166664,-0.036544852,-0.104477614,-0.05882353,0.238095239,-0.101785712,-0.077586204,-0.086614177,-0.150000006,-0.203883499,-0.08730159,0,0.006410256,-0.09504132,0.089473687,-0.039999999,0.255102038,-0.138211384,-0.120274916,-0.076190479,-0.047619049,-0.056872036,0,-0.109375,-0.051282052,-0.10619469,-0.032258064,0,-0.07027027,-0.032142859,-0.047940448,-0.270270258,-0.065021276,-0.01438849,-0.047547169,-0.0625,-0.053571429,-0.022421524,-0.083333336,-0.041841004,-0.01923077,-0.117894739,0,-0.174683541,-0.011627907,-0.098039217,-0.039787233,-0.050000001,0,-0.046647232,-0.030687831,-0.018838305,-0.023809524,0.042857144,-0.067741938,-0.06423983,-0.157894731,0,-0.152985081,-0.028806584,-0.364130437,-0.08626198,0,-0.008730158,-0.073684208,-0.264705896
2/28/1990,0,-0.012195121,0,0.007804878,0,0,0,0,0,0,0,0,0,-0.003115265,0.04632353,0.235294119,0,0.070391059,0,0,0,0,-0.045735568,0,-0.039568346,0,0.263888896,0,-0.025438596,0.114893615,0,0.01923077,0,0,0.098445594,-0.06779661,-0.059405942,0.050000001,0,0.0625,0,0,0.142857149,0,0.03846154,0,0,0,0,0,0,-0.063559324,0.085470088,0.021505376,0,0,0,-0.032520324,0,0,0.068376072,-0.022222223,0,0,0,0,0,0,0.025104603,0,0.076086953,0,0.07,0,0.036697246,0,0,0,0,0,0,0,0,-0.019011406,-0.229219139,0,0.064000003,0,0.021929825,-0.01775148,0,0,0,0,0,0,0,0,0,0.03125,0,0.023593467,0,0,-0.047619049,0,0,0,0,0,0.172929287,-0.091954023,0,-0.015412844,0,0,0,0.108108111,0,0,0,0,0,0,0.0208,0,0,0,0,0,0.025252525,0,0.046864688,0,0,0.01438849,0,0,-0.035377357,0,0.012765958,0,0,-0.05982906,0,0,0,0,0,0,0.006578947,0,0,0,0,0,0,0,0,0,0,0.038152609,0,0,0,-0.137651816,0,0,-0.083076924,-0.000481928,0,0,0,0,0,0,0.096096098,0,0.069270834,0,-0.033112582,0,0,0.046084143,0,0.106299214,0,0,0,0,0,0,0,-0.087209299,-0.070588239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12346939,0,0,0,0,0,0,0,0,0,0,0,0.074900396,0,0,0,0,0,0,0.065500632,-0.096774191,0.004376368,0,0,0,0,0,0,0,0,0,0,0,0,0.071823202,0,0,0,0,0,0.023611112,0,0,0,0,0,0,0,0,0,0,0,-0.031741936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034887217,0,0,0,-0.027027028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007888889,0,0,0,-0.022535212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235294119,0,0,0,0,0,0,-0.017241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103825137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030634573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040229887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005050505,0,0,0,0,0,0,0,0.017391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02310231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025125628,0.168727279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040752351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014205608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016822429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023605151,0,0,0.042471044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.059040591,0,0,0,0,0,0,0,0.018302584,0,0,0,0,0.078947365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09465649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077611938,-0.017351598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,1.666666627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012456747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032467533,0,-0.014705882,0,0,0,0,0,0,0,0,0.045296803,-0.098939933,0,0.056179777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107344635,-0.046517119,0,0,0,0,0,0,0,0.009933775,0,0,0,0,0,-0.197368428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044397462,-0.045454547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031864408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012903226,0.077562325,0,-0.050000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057692308,0,-0.019538462,0,-0.084078431,0.05050505,0,-0.185154647,-0.050938338,0,0,0,-0.062043797,0,0.125,-0.054481234,-0.162790701,-0.027160494,0.00245098,0,-0.045540798,-0.030851778,0.060747664,0,0.034085214,-0.027777778,0.03763441,0.018103449,0,-0.076857142,0.016184971,-0.092105262,-0.075949363,-0.06334842,0.14465116,0.124285713,-0.001953125,-0.017241379,0.5,0.0625,0.023846153,0.025737898,-0.013457944,-0.032407407,0.067073174,0.092063494,0.094808124,0.022222223,-0.051006712,0.042924281,0.043678161,0.010204081,-0.458333343,0.055825241,-0.051304348,0.039999999,0.096078433,0,0.071428575,0,0.041322313,-0.029605264,0.060606062,-0.03960396,0.06666667,0,0.091715977,-0.046153847,0.07414449,0.052861035,0.002409639,-0.013293051,0.024208566,0,0.032820512,0.083122365,0.082644626,0.018550724,0.049957082,0,0,-0.015384615,-0.002003339,0.197674423,0.351851851,0,0,0.084134616,0,-0.015706806,0.005769231,-0.033333335,0.015384615,-0.026666667,0.110909089,0.041304346,0.05952381,0.030769231,-0.013461539,0,0,-0.034346506,0.026415095,0.009784736,0.074074075,0,0.02282533,0,0.095348835,-0.020689655,-0.033333335,-0.125,0,-0.018210735,0.128504679,0.095172413,-0.117647059,0.154146343,0.046608698,0,-0.064968154,0.02739726,0.007729469,-0.029411765,0.03902439,0.066037737,-0.00390625,-0.004123711,-0.088500001,-0.005025126,0,-0.030701755,0.045945946,0.008316832,-0.026666667,0,-0.038372092,-0.000295203,-0.031578947,-0.111111112,0.032407407,-0.129927009,-0.013333334,0.079927273,0.052830189,-0.013761468,0.160839155,-0.021834061,0.021307189,0.029403342,0,0.046875,0.061764706,0.017391304,0.050847456,0.010789474,0.015849056,0.012232416,0.022099448,0.034944002,-0.014925373,-0.010684931,-0.053633217,0.130434781,-0.0625,0,-0.010220264,0.019830508,0.333333343,0.020419581,0,0.004081632,0.005681818,0.159999996
